Environmental package	Package item	Structured comment name	Value	Value details	Occurrence	Value syntax	Definition	EU	BA	PL	VI	ORG	ME	MIENS_S	MIENS_C	Position
plant-associated	standing water regimen	standing_water_regm	[standing water type;treatment duration;interval;experimental duration]		multiple	text;P[n]Y[n]M[n]DT[n]H[n]M[n]S;[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD/[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD;P[n]Y[n]M[n]DT[n]H[n]M[n]S	treatment involving an exposure to standing water during a plant's life span, types can be flood water or standing water; can include multiple regimens	X	X	X	X	X	X	X	X	0
plant-associated	temperature	temp	[measurement value]		1	float unit	temperature of the sample at time of sampling	X	X	X	X	X	X	X	X	0
plant-associated	tissue culture growth media	tiss_cult_growth_med	[PMID,DOI,url or free text]		1	PMID identifier and/or DOI identifier or url or text	description of plant tissue culture growth media used	X	X	X	X	X	X	X	X	0
plant-associated	total mass	tot_mass	[measurement value]		1	float unit	total mass of the host at collection, the unit depends on host	X	X	X	X	X	X	X	X	0
plant-associated	watering regimen	watering_regm	[measurement value;treatment duration;interval;experimental duration]		multiple	float unit;P[n]Y[n]M[n]DT[n]H[n]M[n]S;[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD/[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD;P[n]Y[n]M[n]DT[n]H[n]M[n]S	information about treatment involving an exposure to watering frequencies; can include multiple regimens	X	X	X	X	X	X	X	X	0
plant-associated	water temperature regimen	water_temp_regm	[measurement value;treatment duration;interval;experimental duration]		multiple	float unit;P[n]Y[n]M[n]DT[n]H[n]M[n]S;[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD/[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD;P[n]Y[n]M[n]DT[n]H[n]M[n]S	information about treatment involving an exposure to water with varying degree of temperature; can include multiple regimens	X	X	X	X	X	X	X	X	0
plant-associated	wet mass	wet_mass	[measurement value]		1	float unit	measurement of wet mass	X	X	X	X	X	X	X	X	0
sediment	alkalinity	alkalinity	[measurement value]		1	float unit	alkalinity measurement	X	X	X	X	X	X	X	X	0
sediment	alkyl diethers	alkyl_diethers	[measurement value]		1	float unit	concentration of alkyl diethers 	X	X	X	X	X	X	X	X	0
sediment	aminopeptidase activity	aminopept_act	[measurement value]		1	float unit	measurement of aminopeptidase activity	X	X	X	X	X	X	X	X	0
sediment	ammonium	ammonium	[measurement value]		1	float unit	concentration of ammonium	X	X	X	X	X	X	X	X	0
sediment	bacterial carbon production	bacteria_carb_prod	[measurement value]		1	float unit	measurement of bacterial carbon production	X	X	X	X	X	X	X	X	0
sediment	biomass	biomass	[biomass type;measurement value]		multiple	text;float unit	amount of biomass; should include the name for the part of biomass measured, e.g. microbial, total. can include multiple measurements	X	X	X	X	X	X	X	X	0
sediment	bishomohopanol	bishomohopanol	[measurement value]		1	float unit	concentration of bishomohopanol 	X	X	X	X	X	X	X	X	0
sediment	bromide	bromide	[measurement value]		1	float unit	concentration of bromide 	X	X	X	X	X	X	X	X	0
sediment	calcium	calcium	[measurement value]		1	float unit	concentration of calcium	X	X	X	X	X	X	X	X	0
sediment	carbon/nitrogen ratio	carb_nitro_ratio	[measurement value]		1	float unit	ratio of amount or concentrations of carbon to nitrogen	X	X	X	X	X	X	X	X	0
sediment	chemical administration	chem_administration	[CHEBI;timestamp]	CHEBI (Chemical Entities of Biological Interest) browser; http://www.ebi.ac.uk/ontology-lookup/browse.do?ontName=CHEBI	multiple	CHEBI term;[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds	X	X	X	X	X	X	X	X	0
sediment	chloride	chloride	[measurement value]		1	float unit	concentration of chloride 	X	X	X	X	X	X	X	X	0
sediment	chlorophyll	chlorophyll	[measurement value]		1	float unit	concentration of chlorophyll	X	X	X	X	X	X	X	X	0
sediment	density	density	[measurement value]		1	float unit	density of sample	X	X	X	X	X	X	X	X	0
sediment	diether lipids	diether_lipids	[diether lipid name;measurement value]		multiple	text;float unit	concentration of diether lipids; can include multiple types of diether lipids	X	X	X	X	X	X	X	X	0
sediment	dissolved carbon dioxide	diss_carb_dioxide	[measurement value]		1	float unit	concentration of dissolved carbon dioxide	X	X	X	X	X	X	X	X	0
sediment	dissolved hydrogen	diss_hydrogen	[measurement value]		1	float unit	concentration of dissolved hydrogen	X	X	X	X	X	X	X	X	0
sediment	dissolved organic carbon	diss_org_carb	[measurement value]		1	float unit	concentration of dissolved organic carbon	X	X	X	X	X	X	X	X	0
sediment	dissolved oxygen	diss_oxygen	[measurement value]		1	float unit	concentration of dissolved oxygen	X	X	X	X	X	X	X	X	0
sediment	glucosidase activity	glucosidase_act	[measurement value]		1	float unit	measurement of glucosidase activity	X	X	X	X	X	X	X	X	0
sediment	magnesium	magnesium	[measurement value]		1	float unit	concentration of magnesium	X	X	X	X	X	X	X	X	0
sediment	mean friction velocity	mean_frict_vel	[measurement value]		1	float unit	measurement of mean friction velocity	X	X	X	X	X	X	X	X	0
sediment	mean peak friction velocity	mean_peak_frict_vel	[measurement value]		1	float unit	measurement of mean peak friction velocity	X	X	X	X	X	X	X	X	0
sediment	methane	methane	[measurement value]		1	float unit	methane (gas) amount or concentration at the time of sampling	X	X	X	X	X	X	X	X	0
sediment	miscellaneous parameter	misc_param	[parameter name;measurement value]		multiple	text;float unit or text	any other measurement performed or parameter collected, that is not listed here	X	X	X	X	X	X	X	X	0
sediment	n-alkanes	n-alkanes	[n-alkane name;measurement value]		multiple	text;float unit	concentration of n-alkanes; can include multiple n-alkanes	X	X	X	X	X	X	X	X	0
sediment	nitrate	nitrate	[measurement value]		1	float unit	concentration of nitrate	X	X	X	X	X	X	X	X	0
sediment	nitrite	nitrite	[measurement value]		1	float unit	concentration of nitrite	X	X	X	X	X	X	X	X	0
sediment	nitrogen	nitro	[measurement value]		1	float unit	concentration of nitrogen (total)	X	X	X	X	X	X	X	X	0
sediment	organic carbon	org_carb	[measurement value]		1	float unit	concentration of organic carbon	X	X	X	X	X	X	X	X	0
sediment	organic matter	org_matter	[measurement value]		1	float unit	concentration of organic matter 	X	X	X	X	X	X	X	X	0
sediment	organic nitrogen	org_nitro	[measurement value]		1	float unit	concentration of organic nitrogen	X	X	X	X	X	X	X	X	0
sediment	organism count	organism_count	[organism name;measurement value]		multiple	text;float unit	total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts	X	X	X	X	X	X	X	X	0
sediment	oxygenation status of sample	oxy_stat_samp	[enumeration]	aerobic, anaerobic	1	Controlled vocabulary term	oxygenation status of sample	X	X	X	X	X	X	X	X	0
sediment	particle classification	particle_class	[particle name;measurement value]		multiple	text;float unit	particles are classified, based on their size, into six general categories:clay, silt, sand, gravel, cobbles, and boulders; should include amount of particle preceded by the name of the particle type; can include multiple values	X	X	X	X	X	X	X	X	0
sediment	particulate organic carbon	part_org_carb	[measurement value]		1	float unit	concentration of particulate organic carbon	X	X	X	X	X	X	X	X	0
sediment	perturbation	perturbation	[perturbation type name;time interval]		multiple	text;[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD/[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types	X	X	X	X	X	X	X	X	0
sediment	petroleum hydrocarbon	petroleum_hydrocarb	[measurement value]		1	float unit	concentration of petroleum hydrocarbon	X	X	X	X	X	X	X	X	0
sediment	pH	ph	[measurement value]		1	float unit	pH measurement	X	X	X	X	X	X	X	X	0
sediment	phaeopigments	phaeopigments	[phaeopigment name;measurement value]		multiple	text;float unit	concentration of phaeopigments; can include multiple phaeopigments	X	X	X	X	X	X	X	X	0
sediment	phosphate	phosphate	[measurement value]		1	float unit	concentration of phosphate	X	X	X	X	X	X	X	X	0
sediment	phospholipid fatty acid	phosplipid_fatt_acid	[phospholipid fatty acid name;measurement value]		multiple	text;float unit	concentration of phospholipid fatty acids; can include multiple values	X	X	X	X	X	X	X	X	0
sediment	porosity	porosity	[measurement value]		1	float unit	porosity of deposited sediment is volume of voids divided by the total volume of sample	X	X	X	X	X	X	X	X	0
sediment	potassium	potassium	[measurement value]		1	float unit	concentration of potassium 	X	X	X	X	X	X	X	X	0
sediment	pressure	pressure	[measurement value]		1	float unit	pressure to which the sample is subject, in atmospheres	X	X	X	X	X	X	X	X	0
sediment	redox potential	redox_potential	[measurement value]		1	float unit	redox potential, measured relative to a hydrogen cell, indicating oxidation or reduction potential	X	X	X	X	X	X	X	X	0
sediment	salinity	salinity	[measurement value]		1	float unit	salinity measurement	X	X	X	X	X	X	X	X	0
sediment	sample storage duration	samp_store_dur	[time interval]		1	[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD/[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	duration for which sample was stored	X	X	X	X	X	X	X	X	0
sediment	sample storage location	samp_store_loc	[location name]		1	text	location at which sample was stored, usually name of a specific freezer/room	X	X	X	X	X	X	X	X	0
sediment	sample storage temperature	samp_store_temp	[measurement value]		1	float unit	temperature at which sample was stored, e.g. -80	X	X	X	X	X	X	X	X	0
sediment	sediment type	sediment_type	[enumeration]	biogenous,cosmogenous,hydrogenous,lithogenous	1	Controlled vocabulary term	information about the sediment type based on major constituents	X	X	X	X	X	X	X	X	0
sediment	silicate	silicate	[measurement value]		1	float unit	concentration of silicate	X	X	X	X	X	X	X	X	0
sediment	sulfate	sulfate	[measurement value]		1	float unit	concentration of sulfate	X	X	X	X	X	X	X	X	0
sediment	sulfide	sulfide	[measurement value]		1	float unit	concentration of sulfide	X	X	X	X	X	X	X	X	0
sediment	temperature	temp	[measurement value]		1	float unit	temperature of the sample at time of sampling	X	X	X	X	X	X	X	X	0
sediment	total carbon	tot_carb	[measurement value]		1	float unit	total carbon content	X	X	X	X	X	X	X	X	0
sediment	total nitrogen	tot_nitro	[measurement value]		1	float unit	total amount or concentration of nitrogenous substances	X	X	X	X	X	X	X	X	0
sediment	total organic carbon	tot_org_carb	[measurement value]		1	float unit	total organic carbon content	X	X	X	X	X	X	X	X	0
sediment	turbidity	turbidity	[measurement value]		1	float unit	turbidity measurement	X	X	X	X	X	X	X	X	0
sediment	water content	water_content	[measurement value]		1	float unit	water content measurement	X	X	X	X	X	X	X	X	0
soil	current land use	cur_land_use	[enumeration]	urban (artificial cover):cities, farmstead, industrial areas, roads/railroads; barren land:rock, sand, gravel, mudflats, salt flats, badlands, permanent snow or ice, saline seeps, mines/quarries, oil waste areas; crop cover:small grains, row crops, vegetable crops, horticultural plants (e.g., tulips); grass/herbaceous cover: marshlands (grass, sedges, rushes), tundra (mosses, lichens), rangeland, pastureland (grasslands used for livestock grazing), hayland, meadows (grasses, alfalfa, fescue, bromegrass, timothy); shrub cover: shrub land (e.g., mesquite, sage-brush, creosote bush, shrub oak, eucalyptus), successional shrub land (tree saplings, hazels, sumacs, chokecherry, shrub dogwoods, blackberries), shrub crops (blueberries, nursery ornamentals, filberts), vine crops (grapes); tree cover:conifers (e.g., pine, spruce, fir, cypress), hardwoods (e.g., oak, hickory, elm, aspen), intermixed hardwood and conifers, tropical (e.g., mangrove, palms), rainforest (evergreen forest receiving >406 cm annual rainfall), swamp (permanent or semi-permanent water body dominated by woody plants), crop trees (nuts, fruit, christmas trees, nursery trees)	1	Controlled vocabulary term	present state of sample site	X	X	X	X	X	X	X	X	1
soil	current vegetation	cur_vegetation	[enumeration]		1	Controlled vocabulary term	vegetation classification from one or more standard classification systems, or agricultural crop	X	X	X	X	X	X	X	X	2
soil	current vegetation method	cur_vegetation_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in vegetation classification 	X	X	X	X	X	X	X	X	3
soil	history/previous land use	previous_land_use	[land use name;date]		1	text;[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	previous land use and dates	X	X	X	X	X	X	X	X	4
soil	history/previous land use method	previous_land_use_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining previous land use and dates	X	X	X	X	X	X	X	X	5
soil	history/crop rotation	crop_rotation	[crop rotation status;schedule]		1	boolean;R[n]/[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD/P[n]Y[n]M[n]DT[n]H[n]M[n]S	whether or not crop is rotated, and if yes, rotation schedule	X	X	X	X	X	X	X	X	6
soil	history/agrochemical additions	agrochem_addition	[agrochemical name;agrochemical amount;timestamp]		multiple	text;float unit;[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	addition of fertilizers, pesticides, etc. - amount and time of applications	X	X	X	X	X	X	X	X	7
soil	history/tillage	tillage	[enumeration]	conservation tillage or zero tillage: drill or cutting disc; reduced tillage: ridge till, strip tillage, zonal tillage, chisel or tined; conventional tillage: mouldboard or disc plough	multiple	Controlled vocabulary term	note method(s) used for tilling	X	X	X	X	X	X	X	X	8
soil	history/fire	fire	[date]		1	[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	historical and/or physical evidence of fire	X	X	X	X	X	X	X	X	9
soil	history/flooding	flooding	[date]		1	[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	historical and/or physical evidence of flooding	X	X	X	X	X	X	X	X	10
soil	history/extreme events	extreme_event	[date]		1	[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	unusual physical events that may have affected microbial populations	X	X	X	X	X	X	X	X	11
soil	other	other	[text]		1	text	additional relevant information	X	X	X	X	X	X	X	X	12
soil	horizon	horizon	[enumeration]	O horizon, A horizon, E horizon, B horizon, C horizon, R layer, Permafrost	1	Controlled vocabulary term	specific layer in the land area which measures parallel to the soil surface and possesses physical characteristics which differ from the layers above and beneath	X	X	X	X	X	X	X	X	13
soil	horizon method	horizon_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining the horizon	X	X	X	X	X	X	X	X	14
soil	composite design/sieving (if any)	sieving	[design name and/or size;amount]		1	text and/or float unit;float unit	collection design of pooled samples and/or sieve size and amount of sample sieved 	X	X	X	X	X	X	X	X	15
soil	water content of soil	water_content_soil	[measurement value]		1	float unit	water content (g/g or cm3/cm3)	X	X	X	X	X	X	X	X	16
soil	water content of soil method	water_content_soil_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining the water content of soil	X	X	X	X	X	X	X	X	17
soil	sample weight for DNA extraction	samp_weight_dna_ext	[measurement value]		1	float unit	weight (g) of soil processed	X	X	X	X	X	X	X	X	18
soil	pooling of DNA extracts (if done)	pool_dna_extracts	[pooling status;measurement value]		1	boolean;float unit	were multiple DNA extractions mixed? how many?	X	X	X	X	X	X	X	X	19
soil	storage conditions (fresh/frozen/other)	store_cond	[storage condition type;duration]		1	text;P[n]Y[n]M[n]DT[n]H[n]M[n]S	explain how and for how long the soil sample was stored before DNA extraction.	X	X	X	X	X	X	X	X	20
soil	link to climate information	link_climate_info	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	link to climate resource	X	X	X	X	X	X	X	X	21
soil	mean annual and seasonal temperature	annual_season_temp	[measurement value]		1	float unit	mean annual and seasonal temperature (oC)	X	X	X	X	X	X	X	X	22
soil	mean annual and seasonal precipitation	annual_season_precpt	[measurement value]		1	float unit	mean annual and seasonal precipitation (mm)	X	X	X	X	X	X	X	X	23
soil	link to classification information	link_class_info	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	link to digitized soil maps or other soil classification information	X	X	X	X	X	X	X	X	24
soil	soil_taxonomic/FAO classification	fao_class	[enumeration]	http://www.fao.org/ag/agl/agll/wrb/doc/wrb2007_corr.pdf	1	Controlled vocabulary term	soil classification from the FAO World Reference Database for Soil Resources	X	X	X	X	X	X	X	X	25
soil	soil_taxonomic/local classification	local_class	[local classification name]		1	text	soil classification based on local soil classification system	X	X	X	X	X	X	X	X	26
soil	soil_taxonomic/local classification method	local_class_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining the local soil classification 	X	X	X	X	X	X	X	X	27
soil	soil type	soil_type	[soil type name]		1	text	soil series name or other lower-level classification	X	X	X	X	X	X	X	X	28
soil	soil type method	soil_type_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining soil series name or other lower-level classification	X	X	X	X	X	X	X	X	29
soil	slope gradient	slope_gradient	[measurement value]		1	float unit	commonly called ‚Äúslope.‚Äù  The angle between ground surface and a horizontal line (in percent).  This is the direction that overland water would flow.  This measure is usually taken with a hand level meter or clinometer. 	X	X	X	X	X	X	X	X	30
soil	slope aspect	slope_aspect	[measurement value]		1	float unit	the direction a slope faces. While looking down a slope use a compass to record the direction you are facing (direction or degrees); e.g., NW or 315∞.  This measure provides an indication of sun and wind exposure that will influence soil temperature and evapotranspiration.	X	X	X	X	X	X	X	X	31
soil	profile position	profile_position	[enumeration]	summit,shoulder,backslope,footslope,toeslope	1	Controlled vocabulary term	cross-sectional position in the hillslope where sample was collected.sample area position in relation to surrounding areas	X	X	X	X	X	X	X	X	32
soil	drainage classification	drainage_class	[enumeration]	very poorly, poorly, somewhat poorly, moderately well, well, excessively drained	1	Controlled vocabulary term	drainage classification from a standard system such as the USDA system	X	X	X	X	X	X	X	X	33
soil	texture	texture	[measurement value]		1	float unit	the relative proportion of different grain sizes of mineral particles in a soil, as described using a standard system; express as % sand (50 um to 2 mm), silt (2 um to 50 um), and clay (<2 um) with textural name (e.g., silty clay loam) optional.	X	X	X	X	X	X	X	X	34
soil	texture method	texture_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining soil texture	X	X	X	X	X	X	X	X	35
soil	pH	ph	[measurement value]		1	float unit	pH measurement	X	X	X	X	X	X	X	X	36
soil	pH method	ph_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining pH	X	X	X	X	X	X	X	X	37
soil	total organic C	tot_org_c	[measurement value]		1	float unit	total organic C content of the soil units of g C/kg soil	X	X	X	X	X	X	X	X	38
soil	total organic C method	tot_org_c_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining total organic C	X	X	X	X	X	X	X	X	39
soil	total N	tot_n	[measurement value]		1	float unit	total nitrogen content of the soil Units of g N/kg soil	X	X	X	X	X	X	X	X	40
soil	total N method	tot_n_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining the total N	X	X	X	X	X	X	X	X	41
soil	microbial biomass	microbial_biomass	[measurement value]		1	float unit	the part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 µm. IF you keep this, you would need to have correction factors used for conversion to the final units, which should be mg C (or N)/kg soil).	X	X	X	X	X	X	X	X	42
soil	microbial biomass method	microbial_biomass_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining microbial biomass	X	X	X	X	X	X	X	X	43
soil	links to additional analysis	link_addit_analys	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url		X	X	X	X	X	X	X	X	44
soil	extreme_unusual_properties/salinity	extreme_salinity	[measurement value]		1	float unit	measured salinity 	X	X	X	X	X	X	X	X	45
soil	extreme_unusual_properties/salinity method	salinity_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining salinity	X	X	X	X	X	X	X	X	46
soil	extreme_unusual_properties/heavy metals	heavy_metals	[heavy metal name;measurement value]		multiple	text;float unit	heavy metals present and concentrationsany drug used by subject and the frequency of usage; can include multiple heavy metals and concentrations	X	X	X	X	X	X	X	X	47
soil	extreme_unusual_properties/heavy metals method	heavy_metals_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining heavy metals	X	X	X	X	X	X	X	X	48
soil	extreme_unusual_properties/Al saturation	al_sat	[measurement value]		1	float unit	aluminum saturation (esp. for tropical soils)	X	X	X	X	X	X	X	X	49
soil	extreme_unusual_properties/Al saturation method	al_sat_meth	[PMID,DOI or url]		1	PMID identifier and/or DOI identifier or url	reference or method used in determining Al saturation	X	X	X	X	X	X	X	X	50
soil	miscellaneous parameter	misc_param	[parameter name;measurement value]		multiple	text;float unit or text	any other measurement performed or parameter collected, that is not listed here	X	X	X	X	X	X	X	X	51
wastewater/sludge	alkalinity	alkalinity	[measurement value]		1	float unit	alkalinity measurement	X	X	X	X	X	X	X	X	0
wastewater/sludge	biochemical oxygen demand	biochem_oxygen_dem	[measurement value]		1	float unit	a measure of the relative oxygen-depletion effect of a waste contaminant	X	X	X	X	X	X	X	X	0
wastewater/sludge	chemical administration	chem_administration	[CHEBI;timestamp]	CHEBI (Chemical Entities of Biological Interest) browser; http://www.ebi.ac.uk/ontology-lookup/browse.do?ontName=CHEBI	multiple	CHEBI term;[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds	X	X	X	X	X	X	X	X	0
wastewater/sludge	chemical oxygen demand	chem_oxygen_dem	[measurement value]		1	float unit	a measure of the relative oxygen-depletion effect of a waste contaminant	X	X	X	X	X	X	X	X	0
wastewater/sludge	efficiency percent	efficiency_percent	[measurement value]		1	float unit	percentage of volatile solids removed from the anaerobic digestor	X	X	X	X	X	X	X	X	0
wastewater/sludge	emulsions	emulsions	[emulsion name;measurement value]		multiple	text;float unit	amount or concentration of substances such as paints, adhesives, mayonnaise, hair colorants, emulsified oils, etc.; can include multiple emulsion types	X	X	X	X	X	X	X	X	0
wastewater/sludge	gaseous substances	gaseous_substances	[gaseous substance name;measurement value]		multiple	text;float unit	amount or concentration of substances such as hydrogen sulfide, carbon dioxide, methane, etc.; can include multiple substances	X	X	X	X	X	X	X	X	0
wastewater/sludge	industrial effluent percent	indust_eff_percent	[measurement value]		1	float unit	percentage of industrial effluents received by wastewater treatment plant	X	X	X	X	X	X	X	X	0
wastewater/sludge	inorganic particles	inorg_particles	[inorganic particle name;measurement value]		multiple	text;float unit	concentration of particles such as sand, grit, metal particles, ceramics, etc.; can include multiple particles	X	X	X	X	X	X	X	X	0
wastewater/sludge	miscellaneous parameter	misc_param	[parameter name;measurement value]		multiple	text;float unit or text	any other measurement performed or parameter collected, that is not listed here	X	X	X	X	X	X	X	X	0
wastewater/sludge	nitrate	nitrate	[measurement value]		1	float unit	concentration of nitrate	X	X	X	X	X	X	X	X	0
wastewater/sludge	organic particles	org_particles	[particle name;measurement value]		multiple	text;float unit	concentration of particles such as faeces, hairs, food, vomit, paper fibers, plant material, humus, etc.	X	X	X	X	X	X	X	X	0
wastewater/sludge	organism count	organism_count	[organism name;measurement value]		multiple	text;float unit	total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts	X	X	X	X	X	X	X	X	0
wastewater/sludge	oxygenation status of sample	oxy_stat_samp	[enumeration]	aerobic, anaerobic	1	Controlled vocabulary term	oxygenation status of sample	X	X	X	X	X	X	X	X	0
wastewater/sludge	perturbation	perturbation	[perturbation type name;time interval]		multiple	text;[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD/[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types	X	X	X	X	X	X	X	X	0
wastewater/sludge	pH	ph	[measurement value]		1	float unit	pH measurement	X	X	X	X	X	X	X	X	0
wastewater/sludge	phosphate	phosphate	[measurement value]		1	float unit	concentration of phosphate	X	X	X	X	X	X	X	X	0
wastewater/sludge	pre-treatment	pre-treatment	[pre-treatment type]		1	text	the process of pre-treatment removes materials that can be easily collected from the raw wastewater	X	X	X	X	X	X	X	X	0
wastewater/sludge	primary treatment	primary_treatment	[primary treatment type]		1	text	the process to produce both a generally homogeneous liquid capable of being treated biologically and a sludge that can be separately treated or processed	X	X	X	X	X	X	X	X	0
wastewater/sludge	reactor type	reactor_type	[reactor type name]		1	text	anaerobic digesters can be designed and engineered to operate using a number of different process configurations, as batch or continuous, mesophilic, high solid or low solid, and single stage or multistage	X	X	X	X	X	X	X	X	0
wastewater/sludge	sample salinity	samp_salinity	[measurement value]		1	float unit	salinity of sample, i.e. measure of total salt concentration	X	X	X	X	X	X	X	X	0
wastewater/sludge	sample storage duration	samp_store_dur	[time interval]		1	[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD/[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	duration for which sample was stored	X	X	X	X	X	X	X	X	0
wastewater/sludge	sample storage location	samp_store_loc	[location name]		1	text	location at which sample was stored, usually name of a specific freezer/room	X	X	X	X	X	X	X	X	0
wastewater/sludge	sample storage temperature	samp_store_temp	[measurement value]		1	float unit	temperature at which sample was stored, e.g. -80	X	X	X	X	X	X	X	X	0
wastewater/sludge	secondary treatment	secondary_treatment	[secondary treatment type]		1	text	the process for substantially degrading the biological content of the sewage 	X	X	X	X	X	X	X	X	0
wastewater/sludge	sewage type	sewage_type	[sewage type name]		1	text	type of wastewater treatment plant as municipial or industrial	X	X	X	X	X	X	X	X	0
wastewater/sludge	sludge retention time	sludge_retent_time	[measurement value]		1	float unit	the time activated sludge remains in reactor	X	X	X	X	X	X	X	X	0
wastewater/sludge	soluble inorganic material	soluble_inorg_mat	[soluble inorganic material name;measurement value]		multiple	text;float unit	concentration of substances such as ammonia, road-salt, sea-salt, cyanide, hydrogen sulfide, thiocyanates, thiosulfates, etc.	X	X	X	X	X	X	X	X	0
wastewater/sludge	soluble organic material	soluble_org_mat	[soluble organic material name;measurement value]		multiple	text;float unit	concentration of substances such as urea, fruit sugars, soluble proteins, drugs, pharmaceuticals, etc.	X	X	X	X	X	X	X	X	0
wastewater/sludge	suspended solids	suspend_solids	[suspended solid name;measurement value]		multiple	text;float unit	concentration of substances including a wide variety of material, such as silt, decaying plant and animal matter, etc,; can include multiple substances	X	X	X	X	X	X	X	X	0
wastewater/sludge	temperature	temp	[measurement value]		1	float unit	temperature of the sample at time of sampling	X	X	X	X	X	X	X	X	0
wastewater/sludge	tertiary treatment	tertiary_treatment	[tertiary treatment type]		1	text	the process providing a final treatment stage to raise the effluent quality before it is discharged to the receiving environment	X	X	X	X	X	X	X	X	0
wastewater/sludge	total nitrogen	tot_nitro	[measurement value]		1	float unit	total amount or concentration of nitrogenous substances	X	X	X	X	X	X	X	X	0
wastewater/sludge	total phosphate	tot_phosphate	[measurement value]		1	float unit	total amount or concentration of phosphate	X	X	X	X	X	X	X	X	0
wastewater/sludge	wastewater type	wastewater_type	[wastewater type name]		1	text	the origin of wastewater such as human waste, rainfall, storm drains, etc.	X	X	X	X	X	X	X	X	0
water	alkalinity	alkalinity	[measurement value]		1	float unit	alkalinity measurement	X	X	X	X	X	X	X	X	0
water	alkyl diethers	alkyl_diethers	[measurement value]		1	float unit	concentration of alkyl diethers 	X	X	X	X	X	X	X	X	0
water	aminopeptidase activity	aminopept_act	[measurement value]		1	float unit	measurement of aminopeptidase activity	X	X	X	X	X	X	X	X	0
water	ammonium	ammonium	[measurement value]		1	float unit	concentration of ammonium	X	X	X	X	X	X	X	X	0
water	atmospheric data	atmospheric_data	[atmospheric data name;measurement value]		multiple	text;float unit	measurement of atmospheric data; can include multiple data	X	X	X	X	X	X	X	X	0
water	bacterial carbon production	bacteria_carb_prod	[measurement value]		1	float unit	measurement of bacterial carbon production	X	X	X	X	X	X	X	X	0
water	biomass	biomass	[biomass type;measurement value]		multiple	text;float unit	amount of biomass; should include the name for the part of biomass measured, e.g. microbial, total. can include multiple measurements	X	X	X	X	X	X	X	X	0
